isotope,ST1-DF-charge (g),ST1-DF-discharge (g),ST1-BB-charge (g),ST1-BB-discharge (g),ST2-charge (g),ST2-discharge (g),ST3-charge (g),ST3-discharge (g)
DY162,2.939E-13,4.893E-01,3.198E-13,1.933E-02,3.195E-13,3.823E-02,0.000E+00,9.818E+00
DY163,2.960E-13,3.626E-01,3.218E-13,1.715E-02,3.218E-13,2.863E-02,0.000E+00,3.921E+00
DY164,2.974E-13,1.032E-01,3.237E-13,3.126E-03,3.241E-13,5.488E-03,0.000E+00,2.240E+00
DY165,0.000E+00,2.762E-05,0.000E+00,1.462E-06,3.778E-27,4.519E-06,0.000E+00,2.795E-04
DY165M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.311E-06
DY166,3.678E-28,2.824E-05,0.000E+00,1.213E-06,5.038E-27,5.646E-06,0.000E+00,5.383E-03
HO165,2.997E-13,1.745E-01,3.257E-13,8.418E-03,3.241E-13,1.305E-02,0.000E+00,1.100E+00
HO166,0.000E+00,8.802E-05,0.000E+00,4.901E-06,0.000E+00,1.545E-05,0.000E+00,2.556E-03
HO166M,0.000E+00,2.893E-04,0.000E+00,1.071E-05,2.681E-28,1.740E-05,0.000E+00,8.500E-03
ER166,3.012E-13,5.502E-02,3.277E-13,2.632E-03,3.264E-13,4.746E-03,0.000E+00,9.027E-01
ER167,3.028E-13,2.499E-03,3.296E-13,1.115E-04,3.289E-13,2.372E-04,0.000E+00,3.453E-01
ER168,0.000E+00,9.798E-03,0.000E+00,4.822E-04,0.000E+00,1.595E-03,0.000E+00,4.712E-02
ER169,0.000E+00,9.694E-06,0.000E+00,8.536E-07,2.590E-28,4.166E-06,0.000E+00,1.180E-05
ER170,0.000E+00,6.340E-04,0.000E+00,5.297E-05,5.131E-28,2.231E-04,0.000E+00,0.000E+00
ER171,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.316E-28,5.407E-08,0.000E+00,0.000E+00
ER172,0.000E+00,3.966E-07,0.000E+00,0.000E+00,4.642E-28,1.979E-07,0.000E+00,0.000E+00
TM169,0.000E+00,7.650E-04,0.000E+00,4.782E-05,0.000E+00,1.702E-04,0.000E+00,1.562E-04
TM170,0.000E+00,8.174E-05,0.000E+00,5.810E-06,0.000E+00,3.763E-05,0.000E+00,1.272E-05
TM171,0.000E+00,1.079E-04,0.000E+00,1.518E-05,0.000E+00,7.324E-05,0.000E+00,3.682E-07
TM172,0.000E+00,5.659E-07,0.000E+00,7.865E-08,0.000E+00,4.794E-07,0.000E+00,0.000E+00
YB170,0.000E+00,6.340E-04,0.000E+00,2.977E-05,0.000E+00,1.297E-04,0.000E+00,9.489E-06
YB171,0.000E+00,2.809E-04,0.000E+00,1.889E-05,0.000E+00,7.255E-05,0.000E+00,2.043E-07
YB172,0.000E+00,5.160E-04,0.000E+00,3.371E-05,0.000E+00,1.540E-04,0.000E+00,0.000E+00
TL207,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.501E-09,0.000E+00,0.000E+00
TL208,0.000E+00,0.000E+00,0.000E+00,1.312E-06,0.000E+00,3.120E-06,0.000E+00,0.000E+00
TL209,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.601E-10,0.000E+00,0.000E+00
PB206,0.000E+00,0.000E+00,0.000E+00,2.807E-05,0.000E+00,3.197E-05,0.000E+00,0.000E+00
PB207,0.000E+00,5.606E-08,0.000E+00,4.268E-04,0.000E+00,4.748E-04,0.000E+00,0.000E+00
PB208,0.000E+00,5.711E-04,0.000E+00,1.597E+00,0.000E+00,3.837E+00,0.000E+00,7.908E-04
PB209,0.000E+00,0.000E+00,0.000E+00,4.347E-07,0.000E+00,1.541E-06,0.000E+00,0.000E+00
PB210,0.000E+00,1.498E-08,0.000E+00,2.890E-04,0.000E+00,5.548E-04,0.000E+00,0.000E+00
PB211,0.000E+00,0.000E+00,0.000E+00,7.984E-09,0.000E+00,1.161E-08,0.000E+00,0.000E+00
PB212,0.000E+00,1.415E-07,0.000E+00,7.787E-04,0.000E+00,1.850E-03,0.000E+00,2.518E-06
BI208,0.000E+00,0.000E+00,0.000E+00,7.549E-08,0.000E+00,3.220E-07,0.000E+00,0.000E+00
BI209,0.000E+00,7.021E-07,0.000E+00,2.802E-03,0.000E+00,8.623E-03,0.000E+00,0.000E+00
BI210,0.000E+00,0.000E+00,0.000E+00,1.802E-07,0.000E+00,3.538E-07,0.000E+00,0.000E+00
BI210M,0.000E+00,0.000E+00,0.000E+00,1.233E-07,0.000E+00,4.721E-07,0.000E+00,0.000E+00
BI211,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.885E-10,0.000E+00,0.000E+00
BI212,0.000E+00,1.341E-08,0.000E+00,7.391E-05,0.000E+00,1.755E-04,0.000E+00,0.000E+00
BI213,0.000E+00,0.000E+00,0.000E+00,1.028E-07,0.000E+00,3.638E-07,0.000E+00,0.000E+00
PO210,0.000E+00,0.000E+00,0.000E+00,4.427E-06,0.000E+00,7.789E-06,0.000E+00,0.000E+00
PO216,0.000E+00,0.000E+00,0.000E+00,3.003E-09,0.000E+00,7.134E-09,0.000E+00,0.000E+00
RN220,0.000E+00,0.000E+00,0.000E+00,1.174E-06,0.000E+00,2.788E-06,0.000E+00,0.000E+00
RN222,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.180E-09,0.000E+00,0.000E+00
FR221,0.000E+00,0.000E+00,0.000E+00,1.142E-08,0.000E+00,4.058E-08,0.000E+00,0.000E+00
FR223,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.099E-11,0.000E+00,0.000E+00
RA223,0.000E+00,0.000E+00,0.000E+00,3.849E-06,0.000E+00,5.584E-06,0.000E+00,0.000E+00
RA224,0.000E+00,1.236E-06,0.000E+00,6.798E-03,0.000E+00,1.614E-02,0.000E+00,2.194E-05
RA225,0.000E+00,7.021E-09,0.000E+00,5.257E-05,0.000E+00,1.896E-04,0.000E+00,0.000E+00
RA226,0.000E+00,6.549E-08,0.000E+00,7.826E-05,0.000E+00,1.846E-04,0.000E+00,1.357E-06
RA228,0.000E+00,0.000E+00,1.506E-27,2.916E-04,1.490E-27,1.740E-04,0.000E+00,0.000E+00
AC225,0.000E+00,0.000E+00,0.000E+00,3.423E-05,0.000E+00,1.213E-04,0.000E+00,0.000E+00
AC227,0.000E+00,3.232E-08,0.000E+00,2.407E-03,0.000E+00,1.573E-03,0.000E+00,0.000E+00
AC228,0.000E+00,0.000E+00,0.000E+00,1.542E-06,0.000E+00,1.794E-06,0.000E+00,0.000E+00
TH227,0.000E+00,0.000E+00,0.000E+00,6.402E-06,0.000E+00,9.348E-06,0.000E+00,0.000E+00
TH228,3.552E-27,2.406E-04,0.000E+00,1.324E+00,9.072E-23,3.139E+00,0.000E+00,4.243E-03
TH229,0.000E+00,1.278E-04,0.000E+00,7.232E-01,4.990E-24,2.006E+00,0.000E+00,4.534E-04
TH230,4.172E-13,1.378E-03,4.546E-13,1.364E+00,4.523E-13,2.216E+00,0.000E+00,1.582E-01
TH231,2.986E-27,7.126E-07,0.000E+00,1.198E-01,1.145E-21,2.428E-01,0.000E+00,1.417E-05
TH232,4.207E-13,2.200E-02,1.000E+06,9.406E+05,9.188E+05,8.866E+05,0.000E+00,3.545E-04
TH233,0.000E+00,0.000E+00,2.340E-19,3.676E-01,1.754E-19,6.669E-01,0.000E+00,0.000E+00
TH234,3.647E-27,1.210E-05,0.000E+00,0.000E+00,0.000E+00,9.615E-09,0.000E+00,0.000E+00
PA231,4.192E-13,6.131E-04,4.546E-13,7.944E+01,4.548E-13,8.802E+01,0.000E+00,2.610E-03
PA232,0.000E+00,7.126E-07,0.000E+00,1.328E-01,0.000E+00,2.729E-01,0.000E+00,4.678E-06
PA233,4.230E-13,1.436E-04,4.585E-13,6.442E+02,4.594E-13,1.148E+03,0.000E+00,2.597E-03
PA234,0.000E+00,1.776E-07,0.000E+00,4.386E-02,5.924E-26,1.464E-01,0.000E+00,0.000E+00
U231,0.000E+00,0.000E+00,0.000E+00,3.019E-07,0.000E+00,1.354E-06,0.000E+00,2.768E-06
U232,1.312E-02,1.483E-02,4.585E-13,9.604E+01,3.357E+02,2.210E+02,0.000E+00,7.709E-01
U233,8.972E-03,1.001E-02,4.585E-13,1.505E+04,4.243E+04,1.877E+04,0.000E+00,1.687E+00
U234,8.553E+01,8.016E+01,4.624E-13,3.556E+03,3.009E+04,2.517E+04,3.297E+04,2.761E+04
U235,1.118E+05,2.247E+04,4.624E-13,3.798E+02,3.569E+03,3.054E+03,6.711E+03,6.854E+03
U236,1.705E+04,3.029E+04,4.664E-13,8.102E+01,4.758E+03,4.825E+03,6.711E+03,6.536E+03
U237,0.000E+00,1.504E+01,0.000E+00,9.288E-02,0.000E+00,8.452E+00,0.000E+00,1.153E+01
U238,8.711E+05,8.331E+05,4.703E-13,7.075E-02,3.778E+01,4.025E+01,1.592E+01,1.582E+01
U239,0.000E+00,2.536E-01,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.322E-05
NP235,0.000E+00,1.640E-05,0.000E+00,0.000E+00,0.000E+00,3.388E-06,0.000E+00,3.644E-02
NP236,0.000E+00,1.934E-03,0.000E+00,2.399E-06,0.000E+00,3.031E-04,0.000E+00,2.827E+00
NP236M,0.000E+00,4.920E-05,0.000E+00,0.000E+00,0.000E+00,2.266E-05,0.000E+00,1.786E-02
NP237,4.302E-13,2.568E+03,4.664E-13,6.442E+00,4.664E-13,6.357E+02,1.119E+05,7.579E+04
NP238,0.000E+00,3.154E+00,0.000E+00,1.043E-02,0.000E+00,1.913E+00,0.000E+00,1.087E+02
NP239,0.000E+00,3.667E+01,0.000E+00,3.399E-05,0.000E+00,3.278E-02,0.000E+00,4.191E-02
NP240,0.000E+00,1.844E-04,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
PU236,0.000E+00,1.247E-02,0.000E+00,1.553E-05,0.000E+00,3.149E-03,3.461E-02,3.473E+00
PU237,0.000E+00,1.760E-03,0.000E+00,0.000E+00,0.000E+00,5.012E-04,0.000E+00,2.069E+00
PU238,4.319E-13,1.336E+03,4.703E-13,1.822E+00,4.687E-13,2.964E+02,1.112E+05,1.002E+05
PU239,4.334E-13,6.497E+03,4.703E-13,2.558E-01,4.710E-13,4.769E+01,2.290E+05,1.469E+05
PU240,4.355E-13,3.003E+03,4.744E-13,5.928E-02,4.735E-13,1.207E+01,2.508E+05,2.168E+05
PU241,4.371E-13,1.881E+03,4.744E-13,4.506E-02,4.758E-13,1.129E+01,4.290E+04,3.860E+04
PU242,4.392E-13,8.856E+02,4.783E-13,1.462E-02,4.781E-13,3.964E+00,9.213E+04,8.369E+04
PU243,0.000E+00,1.032E-01,0.000E+00,0.000E+00,0.000E+00,1.249E-03,0.000E+00,3.678E+00
PU244,0.000E+00,4.354E-02,0.000E+00,2.359E-07,0.000E+00,8.527E-05,0.000E+00,2.655E+00
PU245,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.061E-04
AM239,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.038E-05
AM240,0.000E+00,3.359E-06,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.147E-02
AM241,4.371E-13,1.760E+02,4.744E-13,1.628E-03,4.758E-13,2.615E-01,6.158E+04,4.237E+04
AM242,4.392E-13,1.823E-01,4.783E-13,2.724E-06,4.781E-13,8.049E-04,3.041E+03,1.825E+01
AM242M,0.000E+00,2.441E+00,0.000E+00,1.889E-05,0.000E+00,3.289E-03,3.956E+01,2.279E+03
AM243,4.407E-13,2.516E+02,4.783E-13,2.411E-03,4.781E-13,8.384E-01,3.263E+04,3.196E+04
AM244,0.000E+00,5.920E-03,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.131E-01
AM244M,0.000E+00,3.815E-03,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.550E-01
AM245,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.076E-05
CM241,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.518E-03
CM242,4.392E-13,3.296E+01,4.783E-13,3.763E-04,4.781E-13,9.531E-02,7.370E+00,3.682E+03
CM243,4.407E-13,9.903E-01,4.783E-13,6.640E-06,4.781E-13,1.891E-03,2.040E+02,2.556E+02
CM244,4.429E-13,1.100E+02,4.822E-13,6.205E-04,4.803E-13,2.270E-01,1.224E+04,1.390E+04
CM245,0.000E+00,7.702E+00,0.000E+00,3.473E-05,0.000E+00,1.396E-02,3.823E+03,3.597E+03
CM246,0.000E+00,9.169E-01,0.000E+00,4.189E-06,0.000E+00,1.506E-03,2.086E+03,2.036E+03
CM247,0.000E+00,1.357E-02,0.000E+00,0.000E+00,0.000E+00,1.592E-05,0.000E+00,7.315E+01
CM248,0.000E+00,1.016E-03,0.000E+00,0.000E+00,0.000E+00,1.049E-06,0.000E+00,2.372E+00
CM249,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.199E-05
BK249,0.000E+00,9.694E-06,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.854E-02
BK250,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.456E-06
CF249,0.000E+00,4.055E-06,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.687E-03
CF250,0.000E+00,4.737E-06,0.000E+00,0.000E+00,0.000E+00,5.347E-09,0.000E+00,1.325E-03
CF251,0.000E+00,2.107E-06,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.043E-05
