isotope,Batch1-charged (g),Batch1-discharged (g),Batch2-charged (g),Batch3-discharged (g),Batch4-charged (g),Batch4-discharged (g),Batch5-charged (g),Batch5-discharged (g),Batch6-charged (g),Batch8-discharged (g)
TH231,4.837E-22,3.694E-07,0.000E+00,3.382E-01,1.602E-09,3.205E-01,5.281E-09,3.055E-01,1.005E-08,7.887E-02
TH232,0.000E+00,2.222E-03,1.000E+06,8.568E+05,8.871E+05,7.835E+05,8.360E+05,7.327E+05,8.005E+05,6.445E+05
TH233,0.000E+00,2.725E-09,0.000E+00,8.734E-01,0.000E+00,8.480E-01,0.000E+00,8.372E-01,0.000E+00,2.652E-01
TH234,4.837E-22,1.044E-05,0.000E+00,3.132E-03,1.540E-14,3.177E-03,1.815E-13,3.256E-03,8.538E-13,3.451E-04
PA231,4.837E-22,4.796E-04,0.000E+00,3.111E+02,3.224E+02,3.671E+02,3.919E+02,3.728E+02,4.076E+02,3.229E+02
PA232,0.000E+00,3.969E-07,0.000E+00,2.808E-01,0.000E+00,3.460E-01,0.000E+00,3.647E-01,0.000E+00,1.057E-01
PA233,0.000E+00,7.243E-05,0.000E+00,1.528E+03,4.647E-08,1.484E+03,4.872E-07,1.464E+03,1.982E-06,4.656E+02
PA234,4.837E-22,2.314E-09,0.000E+00,4.955E-02,2.319E-19,5.026E-02,2.733E-18,5.148E-02,1.286E-17,5.484E-03
PA234M,4.837E-22,3.582E-10,0.000E+00,1.440E-04,5.192E-19,1.461E-04,6.119E-18,1.496E-04,2.879E-17,1.594E-05
PA235,0.000E+00,1.831E-15,0.000E+00,8.018E-10,0.000E+00,8.492E-10,0.000E+00,9.028E-10,0.000E+00,3.221E-11
U230,0.000E+00,1.005E-11,0.000E+00,6.941E-06,0.000E+00,1.277E-05,0.000E+00,1.575E-05,0.000E+00,4.938E-06
U231,0.000E+00,4.070E-10,0.000E+00,2.812E-04,0.000E+00,5.124E-04,0.000E+00,6.303E-04,0.000E+00,1.970E-04
U232,0.000E+00,2.452E-04,0.000E+00,1.559E+02,1.512E+02,2.721E+02,2.717E+02,3.223E+02,3.297E+02,3.013E+02
U233,0.000E+00,3.033E-03,0.000E+00,6.651E+04,7.046E+04,7.562E+04,8.220E+04,7.581E+04,8.449E+04,6.967E+04
U234,4.837E-22,4.901E+01,0.000E+00,5.198E+03,5.381E+03,1.057E+04,1.127E+04,1.522E+04,1.662E+04,1.911E+04
U235,1.980E+05,8.464E+04,0.000E+00,3.805E+02,3.939E+02,1.217E+03,1.298E+03,2.261E+03,2.471E+03,3.564E+03
U236,0.000E+00,1.882E+04,0.000E+00,2.630E+01,2.722E+01,1.589E+02,1.695E+02,4.548E+02,4.969E+02,1.173E+03
U237,0.000E+00,1.461E+01,0.000E+00,2.124E-02,8.450E-14,1.289E-01,7.324E-12,3.794E-01,1.108E-10,3.388E-01
U238,8.020E+05,7.180E+05,0.000E+00,1.024E-03,1.060E-03,1.172E-02,1.250E-02,5.382E-02,5.881E-02,1.516E-01
U239,0.000E+00,5.798E-01,0.000E+00,1.123E-09,0.000E+00,1.269E-08,0.000E+00,5.842E-08,0.000E+00,5.590E-08
U240,0.000E+00,1.151E-06,0.000E+00,2.427E-15,0.000E+00,2.866E-14,0.000E+00,1.369E-13,0.000E+00,4.388E-14
U241,0.000E+00,2.045E-18,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
NP236,0.000E+00,5.371E-02,0.000E+00,1.763E-05,1.824E-05,2.899E-04,3.093E-04,1.569E-03,1.713E-03,7.200E-03
NP237,0.000E+00,2.041E+03,0.000E+00,1.300E+00,1.368E+00,1.331E+01,1.434E+01,5.302E+01,5.834E+01,1.915E+02
NP238,0.000E+00,1.165E+00,0.000E+00,8.988E-04,2.927E-16,9.323E-03,9.175E-14,3.834E-02,3.490E-12,4.914E-02
NP239,0.000E+00,8.353E+01,0.000E+00,1.957E-07,1.375E-15,2.197E-06,3.918E-13,9.993E-06,1.319E-11,8.725E-06
NP240,0.000E+00,5.338E-04,0.000E+00,1.363E-12,0.000E+00,1.597E-11,0.000E+00,7.535E-11,0.000E+00,2.208E-11
NP240M,0.000E+00,2.053E-06,0.000E+00,5.235E-15,0.000E+00,6.138E-14,0.000E+00,2.896E-13,0.000E+00,8.488E-14
NP241,0.000E+00,1.964E-15,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
PU236,0.000E+00,1.082E-07,0.000E+00,2.796E-11,3.857E-11,7.234E-10,7.050E-10,5.006E-09,4.124E-09,1.620E-08
PU237,0.000E+00,1.864E-03,0.000E+00,7.349E-07,0.000E+00,1.284E-05,0.000E+00,7.059E-05,0.000E+00,1.029E-04
PU238,0.000E+00,3.375E+02,0.000E+00,1.442E-01,1.422E-01,2.500E+00,2.533E+00,1.375E+01,1.426E+01,6.750E+01
PU239,0.000E+00,4.323E+04,0.000E+00,6.592E-03,6.823E-03,1.897E-01,2.024E-01,1.422E+00,1.552E+00,9.622E+00
PU240,0.000E+00,2.686E+03,0.000E+00,1.581E-04,1.636E-04,8.256E-03,8.801E-03,9.196E-02,1.005E-01,9.741E-01
PU241,0.000E+00,1.116E+02,0.000E+00,3.692E-06,2.729E-06,3.105E-04,2.365E-04,4.588E-03,3.579E-03,5.566E-02
PU242,0.000E+00,4.718E+00,0.000E+00,8.562E-08,8.871E-08,1.328E-05,1.416E-05,2.969E-04,3.246E-04,6.505E-03
PU243,0.000E+00,7.509E-05,0.000E+00,1.609E-12,0.000E+00,2.525E-10,0.000E+00,5.762E-09,0.000E+00,4.322E-08
PU244,0.000E+00,2.228E-06,0.000E+00,2.754E-14,2.851E-14,7.959E-12,8.487E-12,2.745E-10,2.999E-10,4.791E-09
PU245,0.000E+00,4.119E-11,0.000E+00,5.547E-19,0.000E+00,1.674E-16,0.000E+00,5.992E-15,0.000E+00,3.504E-14
PU246,0.000E+00,3.243E-14,0.000E+00,0.000E+00,0.000E+00,1.496E-19,0.000E+00,5.611E-18,0.000E+00,1.118E-17
AM240,0.000E+00,6.981E-07,0.000E+00,1.115E-14,0.000E+00,1.594E-12,0.000E+00,3.371E-11,0.000E+00,3.669E-10
AM241,0.000E+00,9.361E+00,0.000E+00,1.494E-07,1.240E-06,2.260E-05,1.180E-04,4.962E-04,1.962E-03,1.940E-02
AM242,0.000E+00,1.877E-03,0.000E+00,3.629E-11,1.867E-14,5.416E-09,5.854E-12,1.193E-07,2.227E-10,1.606E-06
AM242M,0.000E+00,1.529E-01,0.000E+00,1.556E-09,1.561E-09,4.735E-07,4.894E-07,1.759E-05,1.861E-05,7.635E-04
AM243,0.000E+00,1.330E-01,0.000E+00,1.544E-09,1.600E-09,4.273E-07,4.558E-07,1.405E-05,1.535E-05,4.779E-04
AM244,0.000E+00,1.360E-05,0.000E+00,1.861E-13,0.000E+00,5.227E-11,0.000E+00,1.746E-09,0.000E+00,2.019E-08
AM245,0.000E+00,8.043E-12,0.000E+00,1.083E-19,0.000E+00,3.268E-17,0.000E+00,1.170E-15,0.000E+00,6.842E-15
AM246,0.000E+00,5.187E-17,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
CM241,0.000E+00,5.211E-08,0.000E+00,7.059E-16,0.000E+00,1.370E-13,0.000E+00,3.392E-12,0.000E+00,1.523E-11
CM242,0.000E+00,2.838E-01,0.000E+00,4.230E-09,3.864E-12,7.965E-07,1.202E-09,1.968E-05,4.549E-08,3.037E-04
CM243,0.000E+00,3.960E-03,0.000E+00,3.821E-11,3.337E-11,1.476E-08,1.329E-08,6.192E-07,5.707E-07,1.418E-05
CM244,0.000E+00,9.686E-03,0.000E+00,7.976E-11,6.335E-11,3.906E-08,3.193E-08,1.850E-06,1.548E-06,8.169E-05
CM245,0.000E+00,4.506E-04,0.000E+00,2.748E-12,2.843E-12,2.447E-09,2.610E-09,1.707E-07,1.864E-07,1.234E-05
CM246,0.000E+00,6.981E-06,0.000E+00,3.357E-14,3.473E-14,5.429E-11,5.786E-11,5.562E-09,6.072E-09,6.414E-07
CM247,0.000E+00,5.599E-08,0.000E+00,2.243E-16,2.322E-16,6.144E-13,6.554E-13,8.660E-11,9.470E-11,1.407E-08
CM248,0.000E+00,6.816E-10,0.000E+00,2.223E-18,2.302E-18,1.110E-14,1.184E-14,2.343E-12,2.559E-12,5.931E-10
CM249,0.000E+00,1.588E-15,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.444E-18,0.000E+00,5.466E-16
CM250,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.232E-19
BK249,0.000E+00,3.965E-12,0.000E+00,0.000E+00,0.000E+00,8.746E-17,3.674E-19,2.339E-14,1.006E-16,3.252E-12
BK250,0.000E+00,9.347E-17,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.509E-19,0.000E+00,3.033E-17
CF249,0.000E+00,1.808E-12,0.000E+00,0.000E+00,0.000E+00,5.323E-17,1.480E-16,1.982E-14,4.653E-14,1.200E-11
CF250,0.000E+00,1.214E-13,0.000E+00,0.000E+00,0.000E+00,4.317E-18,3.180E-18,1.827E-15,1.378E-15,6.586E-13
CF251,0.000E+00,1.386E-15,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.757E-17,5.170E-17,2.800E-14
CF252,0.000E+00,1.095E-17,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.298E-19,1.440E-19,4.497E-16
CF253,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.940E-19
ES253,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.198E-19
