isotope,Batch1-charged (g),Batch3-discharged (g),Batch4-charged (g),Batch5-discharged (g),Batch6-charged (g),Batch7-discharged (g),Batch8-charged (g),Batch8-discharged (g)
LA141,5.38E-22,1.67E-01,0.00E+00,2.68E-01,0.00E+00,2.12E-01,0.00E+00,1.78E-01
LA142,5.38E-22,5.90E-02,0.00E+00,9.40E-02,0.00E+00,7.42E-02,0.00E+00,6.23E-02
LA143,5.38E-22,8.14E-03,0.00E+00,1.30E-02,0.00E+00,1.02E-02,0.00E+00,8.59E-03
LA144,5.38E-22,3.28E-04,0.00E+00,5.21E-04,0.00E+00,4.11E-04,0.00E+00,3.44E-04
LA145,5.38E-22,1.87E-04,0.00E+00,2.96E-04,0.00E+00,2.32E-04,0.00E+00,1.94E-04
LA146,5.38E-22,3.70E-05,0.00E+00,5.78E-05,0.00E+00,4.50E-05,0.00E+00,3.76E-05
LA147,5.38E-22,2.28E-05,0.00E+00,3.51E-05,0.00E+00,2.71E-05,0.00E+00,2.26E-05
LA148,5.38E-22,1.26E-06,0.00E+00,1.89E-06,0.00E+00,1.43E-06,0.00E+00,1.18E-06
LA149,5.38E-22,8.48E-07,0.00E+00,1.23E-06,0.00E+00,9.00E-07,0.00E+00,7.39E-07
LA150,5.38E-22,4.27E-08,0.00E+00,5.99E-08,0.00E+00,4.28E-08,0.00E+00,3.47E-08
LA151,5.38E-22,9.61E-09,0.00E+00,1.32E-08,0.00E+00,9.17E-09,0.00E+00,7.39E-09
LA152,5.38E-22,4.18E-10,0.00E+00,5.55E-10,0.00E+00,3.75E-10,0.00E+00,2.99E-10
LA153,5.38E-22,6.71E-11,0.00E+00,8.69E-11,0.00E+00,5.71E-11,0.00E+00,4.51E-11
LA154,5.38E-22,1.31E-12,0.00E+00,1.69E-12,0.00E+00,1.11E-12,0.00E+00,8.77E-13
LA155,5.38E-22,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
CE139,5.38E-22,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
CE140,5.38E-22,2.25E+03,1.18E+02,6.06E+03,3.43E+02,7.38E+03,4.30E+02,3.34E+03
CE141,5.38E-22,3.33E+01,0.00E+00,5.40E+01,0.00E+00,4.31E+01,0.00E+00,3.57E+01
CE142,5.38E-22,2.03E+03,1.06E+02,5.39E+03,3.04E+02,6.50E+03,3.77E+02,2.97E+03
CE143,5.38E-22,1.17E+00,0.00E+00,1.90E+00,0.00E+00,1.52E+00,0.00E+00,1.25E+00
CE144,5.38E-22,1.90E+02,6.11E-03,3.29E+02,1.14E-02,2.72E+02,9.70E-03,2.32E+02
CE145,5.38E-22,1.27E-03,0.00E+00,2.02E-03,0.00E+00,1.59E-03,0.00E+00,1.33E-03
CE146,5.38E-22,5.07E-03,0.00E+00,8.00E-03,0.00E+00,6.29E-03,0.00E+00,5.26E-03
CE147,5.38E-22,3.29E-04,0.00E+00,5.22E-04,0.00E+00,4.11E-04,0.00E+00,3.45E-04
CE148,5.38E-22,1.56E-04,0.00E+00,2.46E-04,0.00E+00,1.93E-04,0.00E+00,1.62E-04
CE149,5.38E-22,2.26E-06,0.00E+00,3.55E-06,0.00E+00,2.77E-06,0.00E+00,2.32E-06
CE150,5.38E-22,1.12E-06,0.00E+00,1.74E-06,0.00E+00,1.34E-06,0.00E+00,1.12E-06
CE151,5.38E-22,3.95E-07,0.00E+00,6.01E-07,0.00E+00,4.59E-07,0.00E+00,3.81E-07
CE152,5.38E-22,1.51E-06,0.00E+00,2.21E-06,0.00E+00,1.64E-06,0.00E+00,1.35E-06
CE153,5.38E-22,3.92E-08,0.00E+00,5.44E-08,0.00E+00,3.84E-08,0.00E+00,3.11E-08
CE154,5.38E-22,1.12E-08,0.00E+00,1.55E-08,0.00E+00,1.08E-08,0.00E+00,8.73E-09
CE155,5.38E-22,2.86E-10,0.00E+00,3.89E-10,0.00E+00,2.68E-10,0.00E+00,2.16E-10
CE156,5.38E-22,4.50E-11,0.00E+00,6.05E-11,0.00E+00,4.14E-11,0.00E+00,3.32E-11
CE157,5.38E-22,1.02E-12,0.00E+00,1.33E-12,0.00E+00,8.85E-13,0.00E+00,7.01E-13
PR139,5.38E-22,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
PR140,5.38E-22,1.21E-07,0.00E+00,4.96E-07,0.00E+00,4.51E-07,0.00E+00,1.62E-07
PR141,5.38E-22,2.21E+03,1.17E+02,5.91E+03,3.37E+02,7.14E+03,4.17E+02,3.26E+03
PR142,5.38E-22,2.25E-02,0.00E+00,8.55E-02,0.00E+00,9.67E-02,0.00E+00,3.84E-02
PR142M,5.38E-22,1.93E-10,0.00E+00,3.15E-10,0.00E+00,2.51E-10,0.00E+00,2.12E-10
PR143,5.38E-22,1.13E+01,0.00E+00,1.84E+01,0.00E+00,1.47E+01,0.00E+00,1.20E+01
PR144,5.38E-22,8.04E-03,2.58E-07,1.39E-02,4.82E-07,1.15E-02,4.10E-07,9.79E-03
PR144M,5.38E-22,4.02E-05,1.29E-09,6.95E-05,2.41E-09,5.75E-05,2.05E-09,4.90E-05
PR145,5.38E-22,1.52E-01,0.00E+00,2.42E-01,0.00E+00,1.90E-01,0.00E+00,1.59E-01
PR146,5.38E-22,8.68E-03,0.00E+00,1.37E-02,0.00E+00,1.08E-02,0.00E+00,9.02E-03
PR147,5.38E-22,3.49E-03,0.00E+00,5.55E-03,0.00E+00,4.37E-03,0.00E+00,3.66E-03
PR148,5.38E-22,5.59E-04,0.00E+00,8.86E-04,0.00E+00,6.98E-04,0.00E+00,5.85E-04
PR149,5.38E-22,4.29E-04,0.00E+00,6.79E-04,0.00E+00,5.34E-04,0.00E+00,4.47E-04
PR150,5.38E-22,2.76E-05,0.00E+00,4.37E-05,0.00E+00,3.43E-05,0.00E+00,2.88E-05
PR151,5.38E-22,5.49E-06,0.00E+00,8.68E-06,0.00E+00,6.82E-06,0.00E+00,5.72E-06
PR152,5.38E-22,5.74E-06,0.00E+00,9.05E-06,0.00E+00,7.09E-06,0.00E+00,5.93E-06
PR153,5.38E-22,1.94E-06,0.00E+00,2.97E-06,0.00E+00,2.29E-06,0.00E+00,1.91E-06
PR154,5.38E-22,1.01E-07,0.00E+00,1.54E-07,0.00E+00,1.18E-07,0.00E+00,9.85E-08
PR155,5.38E-22,3.92E-08,0.00E+00,5.92E-08,0.00E+00,4.49E-08,0.00E+00,3.72E-08
PR156,5.38E-22,2.24E-09,0.00E+00,3.34E-09,0.00E+00,2.52E-09,0.00E+00,2.08E-09
PR157,5.38E-22,4.12E-10,0.00E+00,5.88E-10,0.00E+00,4.26E-10,0.00E+00,3.48E-10
PR158,5.38E-22,1.09E-11,0.00E+00,1.49E-11,0.00E+00,1.04E-11,0.00E+00,8.38E-12
PR159,5.38E-22,4.96E-13,0.00E+00,6.66E-13,0.00E+00,4.56E-13,0.00E+00,3.65E-13
ND141,5.38E-22,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ND142,5.38E-22,3.88E+01,2.03E+00,1.99E+02,1.13E+01,3.24E+02,1.88E+01,8.82E+01
ND143,5.38E-22,1.79E+03,9.41E+01,4.63E+03,2.62E+02,5.47E+03,3.19E+02,2.58E+03
ND144,5.38E-22,1.49E+03,8.80E+01,4.31E+03,2.62E+02,5.46E+03,3.33E+02,2.27E+03
ND145,5.38E-22,1.30E+03,6.80E+01,3.29E+03,1.86E+02,3.85E+03,2.24E+02,1.83E+03
ND146,5.38E-22,1.23E+03,6.41E+01,3.37E+03,1.90E+02,4.18E+03,2.42E+02,1.80E+03
ND147,5.38E-22,4.86E+00,0.00E+00,8.27E+00,0.00E+00,6.82E+00,0.00E+00,5.23E+00
ND148,5.38E-22,7.67E+02,4.01E+01,1.98E+03,1.12E+02,2.35E+03,1.37E+02,1.10E+03
ND149,5.38E-22,2.09E-02,0.00E+00,3.56E-02,0.00E+00,2.93E-02,0.00E+00,2.25E-02
ND150,5.38E-22,4.67E+02,2.44E+01,1.20E+03,6.79E+01,1.43E+03,8.29E+01,6.65E+02
ND151,5.38E-22,1.51E-03,0.00E+00,2.58E-03,0.00E+00,2.13E-03,0.00E+00,1.64E-03
ND152,5.38E-22,1.01E-03,0.00E+00,1.62E-03,0.00E+00,1.29E-03,0.00E+00,1.08E-03
ND153,5.38E-22,5.88E-05,0.00E+00,9.41E-05,0.00E+00,7.47E-05,0.00E+00,6.27E-05
ND154,5.38E-22,2.19E-05,0.00E+00,3.53E-05,0.00E+00,2.81E-05,0.00E+00,2.36E-05
ND155,5.38E-22,7.44E-06,0.00E+00,1.19E-05,0.00E+00,9.46E-06,0.00E+00,7.95E-06
ND156,5.38E-22,7.37E-06,0.00E+00,1.18E-05,0.00E+00,9.36E-06,0.00E+00,7.86E-06
ND157,5.38E-22,1.55E-07,0.00E+00,2.45E-07,0.00E+00,1.92E-07,0.00E+00,1.61E-07
ND158,5.38E-22,4.42E-08,0.00E+00,6.89E-08,0.00E+00,5.36E-08,0.00E+00,4.47E-08
ND159,5.38E-22,7.89E-10,0.00E+00,1.20E-09,0.00E+00,9.23E-10,0.00E+00,7.67E-10
ND160,5.38E-22,9.20E-11,0.00E+00,1.36E-10,0.00E+00,1.01E-10,0.00E+00,8.36E-11
ND161,5.38E-22,1.53E-12,0.00E+00,2.08E-12,0.00E+00,1.43E-12,0.00E+00,1.15E-12
PM145,5.38E-22,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
PM146,5.38E-22,3.37E-02,6.19E-04,1.74E-01,3.44E-03,1.87E-01,3.82E-03,7.16E-02
PM147,5.38E-22,2.90E+02,1.72E+00,5.85E+02,3.74E+00,5.53E+02,3.62E+00,4.18E+02
PM148,5.38E-22,2.15E-01,0.00E+00,6.14E-01,0.00E+00,5.44E-01,0.00E+00,3.52E-01
PM148M,5.38E-22,1.24E-05,0.00E+00,2.02E-05,0.00E+00,1.63E-05,0.00E+00,1.39E-05
PM149,5.38E-22,6.41E-01,0.00E+00,1.09E+00,0.00E+00,8.97E-01,0.00E+00,6.89E-01
PM150,5.38E-22,5.24E-05,0.00E+00,1.19E-04,0.00E+00,8.80E-05,0.00E+00,5.96E-05
PM151,5.38E-22,2.08E-01,0.00E+00,3.56E-01,0.00E+00,2.94E-01,0.00E+00,2.27E-01
PM152,5.38E-22,3.66E-04,0.00E+00,5.88E-04,0.00E+00,4.67E-04,0.00E+00,3.93E-04
PM152M,5.38E-22,1.01E-05,0.00E+00,1.66E-05,0.00E+00,1.34E-05,0.00E+00,1.13E-05
PM153,5.38E-22,3.14E-04,0.00E+00,5.04E-04,0.00E+00,4.00E-04,0.00E+00,3.36E-04
PM154,5.38E-22,1.07E-04,0.00E+00,1.72E-04,0.00E+00,1.37E-04,0.00E+00,1.15E-04
PM154M,5.38E-22,8.38E-06,0.00E+00,1.38E-05,0.00E+00,1.12E-05,0.00E+00,9.42E-06
PM155,5.38E-22,1.67E-05,0.00E+00,2.71E-05,0.00E+00,2.16E-05,0.00E+00,1.82E-05
PM156,5.38E-22,3.61E-06,0.00E+00,5.87E-06,0.00E+00,4.71E-06,0.00E+00,3.97E-06
PM157,5.38E-22,1.06E-05,0.00E+00,1.72E-05,0.00E+00,1.38E-05,0.00E+00,1.16E-05
PM158,5.38E-22,2.08E-07,0.00E+00,3.39E-07,0.00E+00,2.73E-07,0.00E+00,2.30E-07
PM159,5.38E-22,5.72E-08,0.00E+00,9.36E-08,0.00E+00,7.57E-08,0.00E+00,6.39E-08
PM160,5.38E-22,2.64E-09,0.00E+00,4.28E-09,0.00E+00,3.43E-09,0.00E+00,2.89E-09
PM161,5.38E-22,3.07E-10,0.00E+00,4.78E-10,0.00E+00,3.73E-10,0.00E+00,3.12E-10
PM162,5.38E-22,3.55E-12,0.00E+00,5.03E-12,0.00E+00,3.67E-12,0.00E+00,2.99E-12
SM145,5.38E-22,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SM146,5.38E-22,1.91E-01,1.04E-02,1.17E+00,6.82E-02,1.61E+00,9.61E-02,3.56E-01
SM147,5.38E-22,5.07E+02,4.02E+01,1.27E+03,1.02E+02,1.51E+03,1.16E+02,6.66E+02
SM148,5.38E-22,1.58E+02,8.24E+00,7.05E+02,3.99E+01,1.05E+03,6.11E+01,3.07E+02
SM149,5.38E-22,4.65E+02,2.43E+01,1.01E+03,5.73E+01,1.09E+03,6.33E+01,6.11E+02
SM150,5.38E-22,1.72E+02,8.97E+00,7.26E+02,4.10E+01,1.05E+03,6.10E+01,3.25E+02
SM151,5.38E-22,2.69E+02,1.32E+01,6.02E+02,3.19E+01,6.59E+02,3.59E+01,3.65E+02
SM152,5.38E-22,3.68E+02,1.93E+01,1.10E+03,6.20E+01,1.40E+03,8.12E+01,5.78E+02
SM153,5.38E-22,2.14E-01,0.00E+00,4.77E-01,0.00E+00,4.61E-01,0.00E+00,2.65E-01
SM154,5.38E-22,1.31E+02,6.85E+00,3.44E+02,1.95E+01,4.12E+02,2.39E+01,1.96E+02
SM155,5.38E-22,6.95E-04,0.00E+00,1.25E-03,0.00E+00,1.06E-03,0.00E+00,7.91E-04
SM156,5.38E-22,1.08E-02,0.00E+00,1.76E-02,0.00E+00,1.42E-02,0.00E+00,1.19E-02
SM157,5.38E-22,1.11E-04,0.00E+00,1.82E-04,0.00E+00,1.47E-04,0.00E+00,1.24E-04
SM158,5.38E-22,3.64E-04,0.00E+00,6.00E-04,0.00E+00,4.87E-04,0.00E+00,4.11E-04
SM159,5.38E-22,1.17E-05,0.00E+00,1.94E-05,0.00E+00,1.59E-05,0.00E+00,1.34E-05
SM160,5.38E-22,1.20E-05,0.00E+00,1.98E-05,0.00E+00,1.61E-05,0.00E+00,1.36E-05
SM161,5.38E-22,9.99E-08,0.00E+00,1.65E-07,0.00E+00,1.34E-07,0.00E+00,1.13E-07
SM162,5.38E-22,1.82E-08,0.00E+00,2.83E-08,0.00E+00,2.22E-08,0.00E+00,1.86E-08
SM163,5.38E-22,2.63E-10,0.00E+00,3.89E-10,0.00E+00,2.94E-10,0.00E+00,2.42E-10
SM164,5.38E-22,4.20E-11,0.00E+00,5.99E-11,0.00E+00,4.37E-11,0.00E+00,3.57E-11
SM165,5.38E-22,5.81E-13,0.00E+00,8.06E-13,0.00E+00,5.74E-13,0.00E+00,4.65E-13
EU149,5.38E-22,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
EU150,5.38E-22,4.74E-04,2.11E-05,2.37E-03,1.14E-04,3.03E-03,1.50E-04,7.36E-04
EU151,5.38E-22,9.46E+00,1.37E+00,2.01E+01,3.24E+00,2.34E+01,3.73E+00,1.05E+01
EU152,5.38E-22,3.14E+00,1.07E-01,9.25E+00,3.42E-01,1.15E+01,4.38E-01,3.95E+00
EU152M,5.38E-22,1.17E-09,0.00E+00,1.91E-09,0.00E+00,1.53E-09,0.00E+00,1.29E-09
EU153,5.38E-22,1.54E+02,8.07E+00,3.76E+02,2.13E+01,4.38E+02,2.55E+01,2.19E+02
EU154,5.38E-22,3.80E+01,1.02E+00,1.46E+02,4.21E+00,1.91E+02,5.67E+00,6.89E+01
EU155,5.38E-22,4.60E+01,7.54E-01,1.28E+02,2.26E+00,1.52E+02,2.77E+00,7.46E+01
EU156,5.38E-22,6.16E-01,0.00E+00,1.47E+00,0.00E+00,1.42E+00,0.00E+00,8.26E-01
EU157,5.38E-22,1.28E-02,0.00E+00,2.10E-02,0.00E+00,1.69E-02,0.00E+00,1.43E-02
EU158,5.38E-22,3.97E-04,0.00E+00,6.54E-04,0.00E+00,5.31E-04,0.00E+00,4.49E-04
EU159,5.38E-22,9.07E-05,0.00E+00,1.51E-04,0.00E+00,1.24E-04,0.00E+00,1.05E-04
EU160,5.38E-22,2.55E-06,0.00E+00,4.23E-06,0.00E+00,3.44E-06,0.00E+00,2.91E-06
EU161,5.38E-22,8.31E-07,0.00E+00,1.38E-06,0.00E+00,1.13E-06,0.00E+00,9.53E-07
EU162,5.38E-22,1.72E-06,0.00E+00,2.78E-06,0.00E+00,2.23E-06,0.00E+00,1.87E-06
EU163,5.38E-22,2.12E-08,0.00E+00,3.36E-08,0.00E+00,2.65E-08,0.00E+00,2.22E-08
EU164,5.38E-22,7.31E-10,0.00E+00,1.13E-09,0.00E+00,8.74E-10,0.00E+00,7.28E-10
EU165,5.38E-22,1.35E-10,0.00E+00,2.04E-10,0.00E+00,1.56E-10,0.00E+00,1.29E-10
GD152,5.38E-22,1.26E-01,2.23E-02,3.11E-01,6.77E-02,4.32E-01,8.93E-02,1.43E-01
GD153,5.38E-22,2.04E-02,1.80E-07,8.14E-02,7.76E-07,1.04E-01,1.02E-06,2.67E-02
GD154,5.38E-22,1.42E+01,1.71E+00,5.98E+01,7.39E+00,9.60E+01,1.10E+01,2.70E+01
GD155,5.38E-22,3.59E+01,3.53E+00,1.07E+02,1.10E+01,1.49E+02,1.47E+01,5.35E+01
GD155M,5.38E-22,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
GD156,5.38E-22,8.45E+01,4.45E+00,2.87E+02,1.63E+01,4.04E+02,2.36E+01,1.49E+02
GD157,5.38E-22,4.35E+01,2.28E+00,1.26E+02,7.09E+00,1.62E+02,9.42E+00,7.02E+01
GD158,5.38E-22,3.51E+01,1.84E+00,1.18E+02,6.65E+00,1.67E+02,9.71E+00,6.36E+01
GD159,5.38E-22,5.74E-03,0.00E+00,9.98E-03,0.00E+00,8.45E-03,0.00E+00,6.74E-03
GD160,5.38E-22,9.25E+00,4.83E-01,2.47E+01,1.40E+00,3.01E+01,1.75E+00,1.46E+01
GD161,5.38E-22,5.72E-06,0.00E+00,1.14E-05,0.00E+00,1.01E-05,0.00E+00,7.01E-06
GD162,5.38E-22,7.90E-06,0.00E+00,1.29E-05,0.00E+00,1.03E-05,0.00E+00,8.70E-06
GD163,5.38E-22,5.06E-07,0.00E+00,8.17E-07,0.00E+00,6.53E-07,0.00E+00,5.49E-07
GD164,5.38E-22,3.63E-06,0.00E+00,5.82E-06,0.00E+00,4.62E-06,0.00E+00,3.88E-06
GD165,5.38E-22,1.01E-07,0.00E+00,1.61E-07,0.00E+00,1.27E-07,0.00E+00,1.06E-07
TB159,5.38E-22,1.26E+01,6.59E-01,2.94E+01,1.66E+00,3.27E+01,1.90E+00,1.86E+01
TB160,5.38E-22,1.66E-01,2.05E-15,5.58E-01,7.47E-15,5.94E-01,8.16E-15,2.92E-01
TB161,5.38E-22,1.55E-02,0.00E+00,3.08E-02,0.00E+00,2.75E-02,0.00E+00,1.90E-02
TB162,5.38E-22,5.87E-06,0.00E+00,9.56E-06,0.00E+00,7.68E-06,0.00E+00,6.47E-06
TB162M,5.38E-22,3.66E-06,0.00E+00,5.97E-06,0.00E+00,4.79E-06,0.00E+00,4.04E-06
TB163,5.38E-22,7.05E-06,0.00E+00,1.14E-05,0.00E+00,9.12E-06,0.00E+00,7.67E-06
TB164,5.38E-22,6.62E-07,0.00E+00,1.06E-06,0.00E+00,8.46E-07,0.00E+00,7.11E-07
TB165,5.38E-22,6.18E-08,0.00E+00,9.94E-08,0.00E+00,7.90E-08,0.00E+00,6.64E-08
DY160,5.38E-22,2.42E+00,2.70E+00,9.69E+00,1.16E+01,1.43E+01,1.73E+01,1.18E+01
DY161,5.38E-22,4.00E+00,4.20E+00,1.31E+01,1.48E+01,1.99E+01,2.32E+01,2.20E+01
DY162,5.38E-22,3.58E+00,3.74E+00,1.72E+01,1.94E+01,3.63E+01,4.21E+01,4.77E+01
DY163,5.38E-22,1.51E+00,1.57E+00,8.79E+00,9.93E+00,2.45E+01,2.84E+01,3.55E+01
DY164,5.38E-22,8.51E-01,8.89E-01,4.90E+00,5.54E+00,1.62E+01,1.88E+01,2.57E+01
DY165,5.38E-22,2.58E-05,0.00E+00,1.04E-04,0.00E+00,2.43E-04,0.00E+00,3.02E-04
DY165M,5.38E-22,1.24E-07,0.00E+00,5.30E-07,0.00E+00,1.28E-06,0.00E+00,1.59E-06
DY166,5.38E-22,3.84E-04,0.00E+00,6.32E-04,0.00E+00,5.14E-04,0.00E+00,4.35E-04
HO165,5.38E-22,3.82E-01,4.00E-01,1.68E+00,1.90E+00,5.14E+00,5.96E+00,8.32E+00
HO166,5.38E-22,2.24E-04,0.00E+00,8.55E-04,0.00E+00,1.91E-03,0.00E+00,2.42E-03
HO166M,5.38E-22,5.23E-03,5.43E-03,5.80E-02,6.52E-02,2.75E-01,3.17E-01,5.06E-01
ER166,5.38E-22,3.26E-01,3.41E-01,1.78E+00,2.01E+00,5.76E+00,6.70E+00,9.64E+00
ER167,5.38E-22,1.13E-01,1.19E-01,5.13E-01,5.80E-01,1.53E+00,1.78E+00,2.53E+00
ER167M,5.38E-22,9.85E-11,0.00E+00,8.11E-10,0.00E+00,2.32E-09,0.00E+00,3.12E-09
ER168,5.38E-22,3.05E-02,3.19E-02,3.70E-01,4.18E-01,1.75E+00,2.03E+00,3.23E+00
ER169,5.38E-22,2.73E-06,0.00E+00,5.01E-05,0.00E+00,2.09E-04,0.00E+00,3.11E-04
ER170,5.38E-22,7.96E-08,9.82E-08,5.53E-06,6.84E-06,5.99E-05,7.28E-05,1.37E-04
ER171,5.38E-22,1.32E-13,0.00E+00,1.38E-11,0.00E+00,1.32E-10,0.00E+00,2.43E-10
ER172,5.38E-22,8.99E-18,0.00E+00,1.42E-15,0.00E+00,1.20E-14,0.00E+00,1.78E-14
TM169,5.38E-22,1.94E-04,2.06E-04,4.39E-03,5.02E-03,2.56E-02,3.00E-02,4.93E-02
TM170,5.38E-22,9.79E-06,8.14E-13,3.58E-04,3.22E-11,1.93E-03,1.78E-10,3.05E-03
TM170M,5.38E-22,2.79E-19,0.00E+00,9.52E-18,0.00E+00,4.89E-17,0.00E+00,7.58E-17
TM171,5.38E-22,4.03E-07,2.10E-08,3.15E-05,1.77E-06,2.06E-04,1.19E-05,2.93E-04
TM172,5.38E-22,3.35E-11,0.00E+00,3.95E-09,0.00E+00,2.28E-08,0.00E+00,2.61E-08
YB168,5.38E-22,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
YB169,5.38E-22,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
YB170,5.38E-22,5.22E-05,6.47E-05,3.36E-03,4.20E-03,3.35E-02,4.11E-02,7.39E-02
YB171,5.38E-22,2.67E-06,3.19E-06,4.47E-04,5.39E-04,7.25E-03,8.64E-03,1.82E-02
YB172,5.38E-22,1.23E-07,1.29E-07,5.71E-05,6.45E-05,1.68E-03,1.95E-03,5.01E-03
TL207,5.38E-22,1.98E-15,3.25E-15,4.15E-15,6.98E-15,1.01E-14,1.88E-14,1.92E-14
TL208,0.00E+00,2.63E-13,3.37E-13,5.51E-13,8.26E-13,1.58E-12,2.50E-12,2.28E-12
TL209,0.00E+00,1.43E-18,1.95E-18,1.24E-17,1.53E-17,4.39E-17,5.32E-17,3.54E-17
PB206,5.38E-22,4.35E-12,1.38E-11,8.97E-11,2.20E-10,8.30E-10,1.66E-09,2.69E-09
PB207,5.38E-22,1.67E-09,3.48E-09,8.11E-09,1.30E-08,2.27E-08,3.66E-08,4.80E-08
PB208,0.00E+00,7.71E-07,1.70E-06,3.77E-06,6.40E-06,1.12E-05,1.95E-05,2.39E-05
PB209,0.00E+00,5.97E-15,8.12E-15,5.16E-14,6.38E-14,1.83E-13,2.22E-13,1.48E-13
PB210,5.38E-22,3.10E-11,4.84E-11,3.29E-10,6.50E-10,2.00E-09,3.47E-09,5.19E-09
PB211,5.38E-22,1.53E-14,2.51E-14,3.21E-14,5.40E-14,7.77E-14,1.46E-13,1.49E-13
PB212,0.00E+00,1.55E-10,1.99E-10,3.25E-10,4.87E-10,9.32E-10,1.47E-09,1.34E-09
PB214,1.00E-19,8.13E-17,4.53E-16,1.88E-15,5.62E-15,1.02E-14,2.30E-14,2.35E-14
BI208,0.00E+00,3.28E-15,3.42E-15,1.33E-13,1.50E-13,1.23E-12,1.43E-12,3.00E-12
BI209,0.00E+00,5.61E-11,1.65E-10,7.82E-10,1.81E-09,4.27E-09,8.29E-09,9.37E-09
BI210,5.38E-22,1.91E-14,2.98E-14,2.03E-13,4.00E-13,1.23E-12,2.13E-12,3.19E-12
BI210M,0.00E+00,1.05E-15,1.10E-15,4.27E-14,4.82E-14,3.96E-13,4.60E-13,9.65E-13
BI211,5.38E-22,9.02E-16,1.48E-15,1.90E-15,3.19E-15,4.59E-15,8.60E-15,8.78E-15
BI212,0.00E+00,1.47E-11,1.89E-11,3.09E-11,4.62E-11,8.84E-11,1.40E-10,1.28E-10
BI213,0.00E+00,1.40E-15,1.91E-15,1.21E-14,1.50E-14,4.30E-14,5.21E-14,3.47E-14
BI214,7.44E-20,6.04E-17,3.36E-16,1.40E-15,4.18E-15,7.60E-15,1.71E-14,1.74E-14
PO210,5.38E-22,4.77E-13,7.75E-13,5.24E-12,1.04E-11,3.24E-11,5.64E-11,8.52E-11
PO211,5.38E-22,5.39E-22,5.69E-22,5.70E-22,6.50E-22,6.51E-22,1.06E-19,1.08E-19
PO213,0.00E+00,5.39E-22,5.69E-22,5.70E-22,6.50E-22,6.51E-22,7.64E-22,7.65E-22
PO214,5.38E-22,5.39E-22,5.69E-22,5.70E-22,6.50E-22,6.51E-22,7.64E-22,7.65E-22
PO215,5.38E-22,5.39E-22,5.69E-22,5.70E-22,6.50E-22,6.51E-22,1.22E-19,1.25E-19
PO216,0.00E+00,6.18E-16,7.93E-16,1.30E-15,1.95E-15,3.72E-15,5.88E-15,5.36E-15
PO218,5.38E-22,9.43E-18,5.25E-17,2.19E-16,6.52E-16,1.19E-15,2.67E-15,2.72E-15
AT217,0.00E+00,5.39E-22,5.69E-22,1.46E-19,1.80E-19,5.17E-19,6.26E-19,4.17E-19
RN218,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.88E-20,0.00E+00,7.01E-20
RN219,5.38E-22,2.90E-17,5.69E-22,6.10E-17,6.50E-22,1.48E-16,7.64E-22,2.82E-16
RN220,0.00E+00,2.34E-13,5.69E-22,4.90E-13,6.50E-22,1.40E-12,7.64E-22,2.02E-12
RN222,5.38E-22,1.73E-14,5.69E-22,4.02E-13,6.50E-22,2.18E-12,7.64E-22,5.01E-12
FR221,0.00E+00,1.53E-16,2.08E-16,1.32E-15,1.64E-15,4.69E-15,5.69E-15,3.78E-15
FR223,5.38E-22,1.35E-16,2.21E-16,2.84E-16,4.75E-16,6.89E-16,1.28E-15,1.31E-15
RA222,0.00E+00,8.54E-18,0.00E+00,2.92E-17,0.00E+00,7.60E-17,0.00E+00,7.75E-17
RA223,5.38E-22,7.37E-12,1.21E-11,1.55E-11,2.60E-11,3.75E-11,7.02E-11,7.17E-11
RA224,0.00E+00,1.35E-09,1.73E-09,2.84E-09,4.25E-09,8.13E-09,1.29E-08,1.17E-08
RA225,0.00E+00,6.96E-13,9.41E-13,6.00E-12,7.39E-12,2.13E-11,2.57E-11,1.72E-11
RA226,5.38E-22,2.70E-09,1.50E-08,6.25E-08,1.87E-07,3.40E-07,7.64E-07,7.79E-07
RA228,0.00E+00,3.69E-15,8.77E-15,1.20E-14,2.54E-14,2.57E-14,4.94E-14,3.31E-14
AC225,0.00E+00,4.67E-13,6.36E-13,4.03E-12,4.99E-12,1.43E-11,1.74E-11,1.16E-11
AC227,5.38E-22,5.24E-09,8.56E-09,1.10E-08,1.84E-08,2.67E-08,4.96E-08,5.09E-08
